ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/awardedAmount,tender/documents/id,buyer/name,Fiscal Year
ocds-f5kvwu-2022_DU_27248_1,tender,tender,1,2024-11-28,2022_DU_27248_1,DU/NIT-2022/File-V/145,"Supply, Installation and Commissioning of Trace Level SO2 and NOX Analyzer at Centre for Atmospheric Studies, Dibrugarh University",Goods,Open Tender,Supply,Laboratory and scientific equipment,,No,No,,30-Sep-2022 04:00 PM,90,No,Online,,,1,25-Oct-2022 10:30 AM,assessment,Price Bid Opening Date,,"2,023,000",,Dibrugarh University,2022-2023
ocds-f5kvwu-2022_FCS_25775_1,tender,tender,1,2024-11-28,2022_FCS_25775_1,47/2017/ET DS/VOL-II/8-9 dated 10-05-2022,Handling and Transport Contractor and Fixation of Rate of food grains i.e. Rice under NFSA 2013 in respect of Golaghat District for the year 2022-23,Goods,Open Tender,Supply,Miscellaneous Goods,,No,No,,30-May-2022 02:00 PM,365,No,Online,,,1,21-Jun-2022 01:00 PM,assessment,Price Bid Opening Date,,"40,000,000",,Food Civil Supplies and Consumer Affairs Department,2022-2023
ocds-f5kvwu-2022_GMC_28546_105,tender,tender,1,2024-11-28,2022_GMC_28546_105,GER/CE/1806/2019/241 Dated-19/12/2022,Construction of road with sub drain 6 no ferry ghat to Nepali Patti,Works,Open Tender,Lump-sum,Civil Works,,No,No,"80,00,000",09-Nov-2023 01:00 PM,180,No,Online,,,1,30-Nov-2023 02:00 PM,assessment,Price Bid Opening Date,,"7,544,000",,Guwahati Municipal Corporation,2023-2024
ocds-f5kvwu-2022_GMC_28546_106,tender,tender,1,2024-11-28,2022_GMC_28546_106,GER/CE/1806/2019/241 Dated-19/12/2022,"Construction of Antara path, Kahilipara, Janakpur in W/No. 26",Works,Open Tender,Lump-sum,Civil Works,,No,No,"45,00,000",09-Nov-2023 02:00 PM,180,No,Online,,,1,30-Nov-2023 02:00 PM,assessment,Price Bid Opening Date,,"3,889,350",,Guwahati Municipal Corporation,2023-2024
ocds-f5kvwu-2022_GMC_28546_107,tender,tender,1,2024-11-28,2022_GMC_28546_107,GER/CE/1806/2019/241 Dated-19/12/2022,Construction of St John School Road,Works,Open Tender,Lump-sum,Civil Works,,No,No,"30,00,000",09-Nov-2023 02:00 PM,180,No,Online,,,1,30-Nov-2023 02:00 PM,assessment,Price Bid Opening Date,,"2,914,500",,Guwahati Municipal Corporation,2023-2024
ocds-f5kvwu-2022_GMDA_27108_1,tender,tender,1,2024-11-28,2022_GMDA_27108_1,GMDA/GEN/02/2022/32,"Consultancy Services For Feasibility Study, Master Plan, Development Plan of Integrated Satellite Township in the periphery of Guwahati Metropolitan Area in Assam, India",Services,Open Tender,Item Rate,Consultancy,,No,No,0.0,22-Sep-2022 10:45 AM,180,No,Online,,,1,19-Oct-2022 03:00 PM,assessment,Price Bid Opening Date,,"68,000,000",,Guwahati Metropolitan Development Authority,2022-2023
ocds-f5kvwu-2022_HFWD_27423_2,tender,tender,1,2024-11-28,2022_HFWD_27423_2,ECD KIT/11687,SUPPLY OF ECD KIT,Goods,Open Tender,Buy,Medical Equipments/Waste,,No,No,"1,30,00,000",23-Jan-2023 12:30 PM,180,No,Online,,,1,08-Feb-2023 04:30 PM,assessment,Price Bid Opening Date,,1.0,,Health and Family Welfare Department,2022-2023
ocds-f5kvwu-2022_HFWD_27506_1,tender,tender,1,2024-11-28,2022_HFWD_27506_1,JMCH/2673/22/4664Dt.28/10/22,"SUPPLY AND INSTALLATION OF HIGH END ULTRASOUND COLOR DOPPLER SYSTEM IN THE DEPARTMENT OF RADIOLOGY AT JORHAT MEDICAL COLLEGE AND HOSPITAL, JORHAT-ASSAM",Goods,Open Tender,Supply,Medical Equipments/Waste,,No,No,,29-Oct-2022 01:15 PM,365,No,Online,,,1,25-Nov-2022 01:00 PM,assessment,Price Bid Opening Date,,"5,182,800",,Health and Family Welfare Department,2022-2023
ocds-f5kvwu-2022_HFWD_27524_1,tender,tender,1,2024-11-28,2022_HFWD_27524_1,MANNEQUIN/11927,SUPPLY OF MANNEQUIN,Goods,Open Tender,Buy,Medical Equipments/Waste,,No,No,"65,38,800",29-Oct-2022 05:45 PM,180,No,Online,,,1,28-Nov-2022 04:30 PM,assessment,Price Bid Opening Date,,1.0,,Health and Family Welfare Department,2022-2023
ocds-f5kvwu-2022_HFWD_27697_1,tender,tender,1,2024-11-28,2022_HFWD_27697_1,MCH/HMS/ARC/2016-17/170/PtIV/,"Supply of Chemical items required for various Laboratories under, HMS, GMCH, Guwahati.",Goods,Open Tender,Item Wise,Lab Chemistry Reagents,,No,No,,10-Nov-2022 04:30 PM,180,No,Online,,,1,23-Nov-2022 01:00 PM,assessment,Price Bid Opening Date,,"2,140.52",,Health and Family Welfare Department,2022-2023
ocds-f5kvwu-2022_ICD_24373_1,tender,tender,1,2024-11-28,2022_ICD_24373_1,AGCL/CNG/RB/CAS/2021/29/3,CNG CASCADE,Goods,Limited,Buy,Mechanical Engg Items,,No,No,,16-Feb-2022 05:30 PM,180,No,Both(Online/Offline),,,1,23-Feb-2022 03:00 PM,assessment,Price Bid Opening Date,,"14,760,000",,Industries and Commerce Department,2021-2022
ocds-f5kvwu-2022_ICD_26199_1,tender,tender,1,2024-11-28,2022_ICD_26199_1,ATC/RFP/LTEs-01 of 2022,Request for Proposal for Lease of Tea Gardens of ATCL,Works,Open Tender,Item Wise,Miscellaneous Works,,No,No,,02-Jul-2022 06:30 PM,180,No,Online,,,1,20-Aug-2022 03:00 PM,assessment,Price Bid Opening Date,,"215,468,736",,Industries and Commerce Department,2022-2023
ocds-f5kvwu-2022_IWT_27637_11,tender,tender,1,2024-11-28,2022_IWT_27637_11,SWT / Misc-39 / Pt-XVI / 2022-24 / 5774-94,"LEASING OUT OF LALACHERRA FERRY SERVICES , SILCHAR",Services,Open Tender,Item Wise,Miscellaneous Services,,No,No,"2,65,060",07-Nov-2022 06:00 PM,90,No,Online,,,1,28-Nov-2022 03:00 PM,assessment,Price Bid Opening Date,,"317,111.75",,Inland Water Transport,2022-2023
ocds-f5kvwu-2022_IWT_27637_8,tender,tender,1,2024-11-28,2022_IWT_27637_8,SWT / Misc-39 / Pt-XVI / 2022-24 / 5774-94,"LEASING OUT OF LATHIMARA FERRY SERVICES , SILCHAR",Services,Open Tender,Item Wise,Miscellaneous Services,,No,No,"2,52,788",07-Nov-2022 06:00 PM,90,No,Online,,,1,28-Nov-2022 03:00 PM,assessment,Price Bid Opening Date,,"394,565",,Inland Water Transport,2022-2023
ocds-f5kvwu-2022_IWT_27639_15,tender,tender,1,2024-11-28,2022_IWT_27639_15,FC/222/Pt-XVII/2022-24/0866-82,LEASING OF SUNARI-PAGLABABA THAN DUDHNATH FERRY SERVICES,Services,Open Tender,Item Wise,Miscellaneous Services,,No,No,"4,53,000",07-Nov-2022 03:00 PM,90,No,Online,,,1,28-Nov-2022 03:00 PM,assessment,Price Bid Opening Date,,"1,000,100",,Inland Water Transport,2022-2023
ocds-f5kvwu-2022_IWT_27640_1,tender,tender,1,2024-11-28,2022_IWT_27640_1,FC/222/Pt-XvIl/2022-24/ 10 849- 65,"LEASING OUT OF DAUKUCHI BHAKRADIA RANGESWARI PIJUPARA FERRY SERVICE, GUWAHATI",Services,Open Tender,Item Wise,Miscellaneous Services,,No,No,"5,05,625",07-Nov-2022 06:00 PM,90,No,Online,,,1,28-Nov-2022 03:00 PM,assessment,Price Bid Opening Date,,"5,000,500",,Inland Water Transport,2022-2023
ocds-f5kvwu-2022_KAAC_27085_1,tender,tender,1,2024-11-28,2022_KAAC_27085_1,ACEH/CS/NESIDS/01/2022-23/3,Construction of RCC Bridge no 3/1 on the Road NH 39 Silonijan state Dispencery to Dhansiri par ghat via Panikabasti iincluding approach) under NESIDS for the year 2021-22,Works,Open Tender,Item Rate,Civil Works - Bridges,,No,No,"17,58,88,600",26-Sep-2022 10:00 AM,180,No,Not Applicable,,,1,14-Oct-2022 02:00 PM,assessment,Price Bid Opening Date,,"217,500,000",,Karbi Anglong Autonomous Council,2022-2023
ocds-f5kvwu-2022_NHM_24233_1,tender,tender,1,2024-11-28,2022_NHM_24233_1,NHM 32031 4 2021 Construction NHM 35 2 Feb 2022,Establishing 20 bedded wards closer to the CHCs at various Places of Assam under NHM Assam on Turnkey Basis Group 1 1 no 20 Bedded Ward at CHCs in Baksa District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"32,24,821",05-Feb-2022 09:00 AM,180,No,Online,,,1,11-Feb-2022 04:30 PM,assessment,Price Bid Opening Date,,"2,728,199",,National Health Mission,2021-2022
ocds-f5kvwu-2022_NHM_24528_1,tender,tender,1,2024-11-28,2022_NHM_24528_1,NHM-32050/46/2021-Cons-NHM/87,"Reparning and renovation of 592 nos. of SC to upgrade them as HNWC and various place of Assam, Gr23, 6 nos. SC in Golaghat district",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"37,74,463",04-Mar-2022 12:00 PM,180,No,Online,,,1,17-Mar-2022 03:30 PM,assessment,Price Bid Opening Date,,"3,623,484",,National Health Mission,2021-2022
ocds-f5kvwu-2022_NHM_24528_2,tender,tender,1,2024-11-28,2022_NHM_24528_2,NHM-32050/46/2021-Cons-NHM/87,"Reparning and renovation of 592 nos of SC to upgrade them as HNWC at various place of Assam Gr24, 5 nos SC in Golaghat district",Works,Open Tender,Item Wise,Civil Works - Building,,No,No,"31,45,843",04-Mar-2022 09:00 AM,180,No,Online,,,1,17-Mar-2022 03:30 PM,assessment,Price Bid Opening Date,,"2,784,000",,National Health Mission,2021-2022
ocds-f5kvwu-2022_NHM_27361_1,tender,tender,1,2024-11-28,2022_NHM_27361_1,2022-Procurement-NHM-55-P,BEMMP for Medical Colleges of Assam,Services,Open Tender,Buy,Miscellaneous Services,,No,No,"30,00,00,000",14-Oct-2022 06:45 PM,180,No,Online,,,1,09-Dec-2022 05:00 PM,assessment,Price Bid Opening Date,,"156,963,000",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_27407_1,tender,tender,1,2024-11-28,2022_NHM_27407_1,2022-Procurement-NHM-83-P,BEMMP in PH to PHC,Services,Open Tender,Buy,Miscellaneous Services,,No,No,"25,00,00,000",18-Oct-2022 02:15 PM,180,No,Online,,,1,09-Dec-2022 11:00 AM,assessment,Price Bid Opening Date,,"80,739,900",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28018_16,tender,tender,1,2024-11-28,2022_NHM_28018_16,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 16 5 nos scheme in Barpeta district,Works,Open Tender,Turn-key,Civil Works - Bridges,,No,No,"57,99,785",05-Dec-2022 09:00 AM,180,No,Online,,,1,30-Dec-2022 03:30 PM,assessment,Price Bid Opening Date,,"5,799,785",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28018_175,tender,tender,1,2024-11-28,2022_NHM_28018_175,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 144 5 nos scheme in Karbi Anglong district,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"57,99,785",09-Dec-2022 05:00 PM,180,No,Online,,,1,07-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,741,787",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28018_2,tender,tender,1,2024-11-28,2022_NHM_28018_2,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 2 4 nos scheme in Baksa district,Works,Open Tender,Turn-key,Civil Works - Bridges,,No,No,"46,39,828",05-Dec-2022 09:00 AM,180,No,Online,,,1,30-Dec-2022 03:30 PM,assessment,Price Bid Opening Date,,"4,036,650.36",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28018_80,tender,tender,1,2024-11-28,2022_NHM_28018_80,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 80 4 nos scheme in Dibrugarh district,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"46,39,828",07-Dec-2022 09:00 AM,180,No,Online,,,1,30-Dec-2022 03:30 PM,assessment,Price Bid Opening Date,,"4,638,900.03",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28056_12,tender,tender,1,2024-11-28,2022_NHM_28056_12,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Nikamul SC in Sonitpur District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",07-Dec-2022 12:00 PM,180,No,Online,,,1,28-Dec-2022 03:30 PM,assessment,Price Bid Opening Date,,"4,521,000",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28056_17,tender,tender,1,2024-11-28,2022_NHM_28056_17,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Bhalukaguri SC in Biswanath District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",07-Dec-2022 12:00 PM,180,No,Online,,,1,28-Dec-2022 03:30 PM,assessment,Price Bid Opening Date,,"4,942,850",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28056_40,tender,tender,1,2024-11-28,2022_NHM_28056_40,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Kutayoni SC in Nagaon District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",07-Dec-2022 02:00 PM,180,No,Online,,,1,28-Dec-2022 03:30 PM,assessment,Price Bid Opening Date,,"4,920,000",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28056_55,tender,tender,1,2024-11-28,2022_NHM_28056_55,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in GUDHABIL SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",07-Dec-2022 06:00 PM,180,No,Online,,,1,05-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,203,000",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28061_29,tender,tender,1,2024-11-28,2022_NHM_28061_29,NHM-32034/33/2022-CONST,Construction of Buildingless Sub Health Centre in BAGORI SC in NAGAON District under PM ABHIM for the FY 2022-23 Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",08-Dec-2022 06:00 PM,180,No,Online,,,1,05-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,531,800",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_103,tender,tender,1,2024-11-28,2022_NHM_28421_103,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Nirala SC at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",26-Dec-2022 06:55 PM,180,No,Online,,,1,12-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,500,595",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_132,tender,tender,1,2024-11-28,2022_NHM_28421_132,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Sagalmoa at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",27-Dec-2022 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,838,790",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_140,tender,tender,1,2024-11-28,2022_NHM_28421_140,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Patacharkuchi SC at Barpeta District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",27-Dec-2022 06:55 PM,180,No,Online,,,1,02-Feb-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,682,700",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_157,tender,tender,1,2024-11-28,2022_NHM_28421_157,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in PUTIKHAL SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",28-Dec-2022 10:55 AM,180,No,Online,,,1,12-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,838,790",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_161,tender,tender,1,2024-11-28,2022_NHM_28421_161,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in MANGALPUR at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",28-Dec-2022 10:55 AM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,199,000",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_57,tender,tender,1,2024-11-28,2022_NHM_28421_57,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Dilihi Dhai Ali SC at Sivsagar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",23-Dec-2022 06:55 PM,180,No,Online,,,1,12-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,189,106",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_86,tender,tender,1,2024-11-28,2022_NHM_28421_86,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Sonabarighat SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",26-Dec-2022 06:55 PM,180,No,Online,,,1,12-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,199,000",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_9,tender,tender,1,2024-11-28,2022_NHM_28421_9,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in DISANG RONGSWAL SC at Dibrugarh District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",23-Dec-2022 06:55 PM,180,No,Online,,,1,12-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,192,594",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28421_93,tender,tender,1,2024-11-28,2022_NHM_28421_93,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Peladahar SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",26-Dec-2022 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,344,505",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28485_2,tender,tender,1,2024-11-28,2022_NHM_28485_2,NHM-32023/11/2022-Cons-NHM,Construction of Buildingless Sub Health Centre at Bajegaon Pather SC in Baksa District for FY 2021 22 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",27-Dec-2022 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,624,947",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28485_3,tender,tender,1,2024-11-28,2022_NHM_28485_3,NHM-32023/11/2022-Cons-NHM,Construction of Buildingless Sub Health Centre at Bunmaja Pather SC in Baksa District for FY 2021 22 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",27-Dec-2022 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,578,638",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28485_4,tender,tender,1,2024-11-28,2022_NHM_28485_4,NHM-32023/11/2022-Cons-NHM,Construction of Buildingless Sub Health Centre at Laugaon SC in Baksa District for FY 2021 22 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",27-Dec-2022 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,578,637",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28534_105,tender,tender,1,2024-11-28,2022_NHM_28534_105,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Jordanga SC in South Salmara Mancahar District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",03-Jan-2023 06:55 PM,180,No,Online,,,1,08-Feb-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,500,595",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28534_116,tender,tender,1,2024-11-28,2022_NHM_28534_116,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Tarakandi SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",03-Jan-2023 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,624,947",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28534_122,tender,tender,1,2024-11-28,2022_NHM_28534_122,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Bagodi SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",03-Jan-2023 06:55 PM,180,No,Online,,,1,20-Jan-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,552,625",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28534_132,tender,tender,1,2024-11-28,2022_NHM_28534_132,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Charcharia SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",03-Jan-2023 06:55 PM,180,No,Online,,,1,08-Feb-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,624,946.7",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28534_15,tender,tender,1,2024-11-28,2022_NHM_28534_15,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at THENGAL in Dibrugarh District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",29-Dec-2022 06:55 PM,180,No,Online,,,1,08-Feb-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,020,895",,National Health Mission,2022-2023
ocds-f5kvwu-2022_NHM_28534_25,tender,tender,1,2024-11-28,2022_NHM_28534_25,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at DOIGRUNG SC in Golaghat District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",29-Dec-2022 06:55 PM,180,No,Online,,,1,08-Feb-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,916,315",,National Health Mission,2022-2023
